pokemon,version,item,rarity
rec-352-dup-0,10,id-133,5
id-77,14,rec-168-dup-0,5
rec-35-dup-0,25,id-81,5
rec-74-dup-0,16,id-206,5
id-151,28,rec-134-dup-0,5
rec-305-dup-0,21,id-215,5
id-25,8,rec-132-dup-0,50
rec-556-dup-0,17,id-216,5
rec-90-dup-1,11,rec-89-dup-0,5
rec-355-dup-0,18,id-173,5
rec-261-dup-0,22,rec-128-dup-1,5
rec-704-dup-0,30,rec-272-dup-0,5
id-469,25,rec-242-dup-0,5
id-151,26,rec-134-dup-0,100
rec-316-dup-0,26,rec-132-dup-0,50
id-262,15,rec-128-dup-1,5
rec-84-dup-0,25,id-221,5
rec-591-dup-0,21,rec-87-dup-1,5
rec-354-dup-1,8,rec-224-dup-0,5
id-559,26,rec-272-dup-0,5
id-132,11,rec-234-dup-0,5
rec-20-dup-1,13,id-177,5
id-151,23,rec-134-dup-0,100
rec-568-dup-0,25,id-258,5
rec-770-dup-1,27,rec-224-dup-0,5
rec-428-dup-1,15,rec-166-dup-0,5
rec-131-dup-1,29,rec-220-dup-0,5
rec-64-dup-0,7,rec-225-dup-0,5
id-317,26,rec-135-dup-0,5
rec-63-dup-0,18,rec-225-dup-0,5
id-36,22,rec-131-dup-0,50
id-113,29,rec-233-dup-1,50
rec-75-dup-0,10,id-215,5
id-10013,26,rec-220-dup-1,100
rec-251-dup-0,10,rec-134-dup-0,100
rec-63-dup-0,27,rec-225-dup-0,5
id-45,29,rec-588-dup-0,5
rec-366-dup-1,28,id-88,50
rec-50-dup-1,29,id-214,5
rec-435-dup-0,13,rec-128-dup-0,5
rec-332-dup-1,25,id-265,5
id-512,21,rec-132-dup-0,50
rec-362-dup-0,10,id-223,5
id-492,14,rec-134-dup-0,100
rec-332-dup-1,10,id-222,5
id-267,23,rec-272-dup-0,5
rec-355-dup-0,29,rec-224-dup-0,5
rec-56-dup-1,21,id-170,5
id-162,9,rec-135-dup-1,5
id-402,29,rec-254-dup-1,5
rec-35-dup-0,17,rec-624-dup-1,1
rec-316-dup-0,10,rec-89-dup-0,5
rec-215-dup-0,28,rec-194-dup-0,5
rec-414-dup-1,26,id-199,5
id-735,28,rec-128-dup-1,5
rec-562-dup-0,18,rec-224-dup-0,5
rec-366-dup-1,10,id-73,5
rec-10056-dup-0,29,rec-224-dup-0,5
rec-563-dup-1,27,rec-224-dup-0,5
rec-232-dup-0,21,rec-162-dup-0,5
rec-19-dup-1,18,id-177,5
rec-286-dup-0,21,id-167,5
id-110,16,rec-205-dup-0,5
rec-316-dup-1,25,rec-132-dup-0,50
id-151,15,rec-134-dup-0,100
rec-355-dup-0,17,id-173,5
id-751,29,rec-220-dup-1,5
id-371,22,rec-227-dup-0,5
rec-316-dup-1,21,rec-89-dup-0,5
rec-354-dup-0,8,rec-224-dup-0,5
id-132,15,rec-234-dup-0,5
rec-316-dup-1,29,rec-135-dup-0,5
rec-148-dup-1,13,id-212,5
id-784,30,rec-303-dup-0,50
rec-366-dup-0,25,rec-89-dup-0,5
rec-453-dup-0,17,id-258,5
rec-73-dup-1,13,id-222,5
rec-332-dup-0,23,id-265,5
id-538,18,rec-245-dup-0,1
id-10015,15,rec-220-dup-0,100
id-46,17,rec-621-dup-0,1
rec-232-dup-0,21,rec-162-dup-0,5
rec-296-dup-1,25,id-218,5
rec-542-dup-0,21,id-196,5
id-590,25,rec-87-dup-0,5
id-263,9,rec-132-dup-0,5
rec-215-dup-0,23,rec-263-dup-0,50
id-265,27,rec-190-dup-0,5
rec-401-dup-0,30,rec-254-dup-0,5
rec-539-dup-0,18,id-218,5
id-110,14,rec-205-dup-0,5
rec-427-dup-1,21,rec-128-dup-1,50
id-264,21,rec-135-dup-1,5
rec-441-dup-0,16,rec-254-dup-0,5
id-65,12,rec-225-dup-0,5
id-113,26,rec-233-dup-1,50
rec-370-dup-0,7,rec-93-dup-0,50
id-461,28,rec-194-dup-0,5
rec-227-dup-1,26,id-210,5
rec-355-dup-1,15,id-173,5
id-440,15,rec-233-dup-1,5
rec-466-dup-0,14,rec-299-dup-0,50
rec-466-dup-0,25,rec-299-dup-0,5
rec-316-dup-0,18,rec-89-dup-0,5
rec-542-dup-0,22,id-196,5
rec-143-dup-0,28,rec-211-dup-0,5
id-10015,26,rec-220-dup-1,100
rec-10070-dup-1,27,id-203,5
id-47,29,rec-87-dup-1,5
rec-52-dup-0,24,rec-194-dup-0,5
id-173,18,rec-624-dup-1,1
rec-416-dup-0,30,id-222,5
rec-10032-dup-1,30,id-216,5
rec-370-dup-0,24,rec-93-dup-1,50
rec-64-dup-0,27,rec-225-dup-0,5
id-110,21,rec-205-dup-0,5
rec-90-dup-0,29,rec-89-dup-0,5
rec-524-dup-0,26,id-215,5
id-338,21,rec-624-dup-0,1
id-337,17,rec-624-dup-0,1
rec-457-dup-0,16,rec-164-dup-0,5
rec-90-dup-1,14,id-88,50
rec-50-dup-0,29,id-214,5
rec-370-dup-0,30,rec-93-dup-1,50
rec-316-dup-1,11,rec-89-dup-0,5
rec-251-dup-0,13,rec-134-dup-0,100
rec-583-dup-0,27,id-223,5
rec-312-dup-0,27,id-589,5
id-91,23,rec-89-dup-0,5
rec-435-dup-1,22,rec-128-dup-1,5
rec-120-dup-0,26,id-91,5
rec-90-dup-1,16,id-88,50
rec-90-dup-1,15,rec-89-dup-0,5
rec-211-dup-0,22,id-222,5
rec-120-dup-0,13,id-90,50
id-132,23,rec-234-dup-0,5
rec-10095-dup-0,29,id-213,5
rec-186-dup-1,30,id-198,5
rec-51-dup-0,25,id-214,5
rec-269-dup-1,9,id-199,5
rec-294-dup-0,13,id-127,5
id-764,30,rec-900-dup-0,5
rec-121-dup-0,17,id-90,50
rec-354-dup-1,22,rec-224-dup-0,5
id-764,30,rec-900-dup-1,5
rec-10005-dup-0,18,id-199,5
rec-251-dup-0,25,rec-134-dup-0,100
rec-122-dup-1,17,rec-131-dup-0,5
rec-591-dup-0,21,id-86,50
id-27,12,rec-194-dup-0,5
id-45,25,rec-588-dup-0,5
rec-126-dup-0,29,id-300,5
rec-355-dup-1,26,rec-224-dup-0,5
rec-121-dup-0,30,id-91,5
rec-513-dup-1,22,rec-132-dup-0,50
rec-35-dup-0,10,id-81,5
rec-286-dup-0,27,rec-87-dup-0,5
rec-148-dup-0,16,id-212,5
rec-147-dup-0,8,id-212,5
rec-286-dup-0,28,rec-87-dup-1,5
rec-568-dup-1,17,id-92,1
rec-269-dup-0,26,rec-272-dup-0,5
rec-370-dup-0,16,rec-93-dup-1,50
rec-734-dup-0,28,rec-128-dup-0,5
id-10006,22,rec-134-dup-0,100
rec-428-dup-1,13,rec-166-dup-0,5
rec-10032-dup-1,26,id-216,100
rec-316-dup-0,25,rec-135-dup-0,5
id-172,17,rec-132-dup-0,50
rec-674-dup-0,27,id-196,5
rec-444-dup-0,22,id-174,5
rec-295-dup-0,22,id-127,5
rec-208-dup-0,14,id-210,5
id-36,16,rec-131-dup-0,50
id-317,29,rec-132-dup-0,50
rec-372-dup-0,24,rec-227-dup-0,5
id-113,18,rec-233-dup-1,50
rec-73-dup-1,21,id-222,5
rec-35-dup-0,15,rec-131-dup-0,50
rec-251-dup-0,24,rec-134-dup-0,100
rec-238-dup-1,9,id-130,100
rec-296-dup-1,27,id-218,5
id-511,18,rec-161-dup-0,5
rec-84-dup-0,23,id-221,5
rec-10121-dup-0,30,rec-128-dup-0,5
id-65,15,rec-225-dup-0,5
rec-568-dup-0,27,id-228,5
id-446,16,rec-211-dup-0,100
rec-435-dup-0,15,rec-128-dup-0,5
rec-75-dup-1,15,id-206,5
rec-215-dup-0,27,rec-194-dup-0,5
rec-373-dup-0,17,rec-227-dup-0,5
rec-64-dup-0,9,rec-225-dup-0,5
rec-64-dup-0,21,rec-225-dup-0,5
rec-51-dup-0,12,id-214,5
id-91,14,rec-89-dup-0,5
id-10006,15,rec-134-dup-0,100
rec-466-dup-0,25,rec-299-dup-0,5
id-779,28,rec-304-dup-1,5
rec-372-dup-0,27,rec-227-dup-0,5
id-132,29,rec-234-dup-0,5
rec-556-dup-0,18,id-216,5
rec-401-dup-0,29,rec-254-dup-1,5
id-47,15,rec-87-dup-0,5
id-109,21,rec-205-dup-0,5
rec-251-dup-0,9,rec-134-dup-0,100
rec-57-dup-0,17,id-170,5
id-65,16,rec-225-dup-0,5
rec-558-dup-0,17,rec-106-dup-1,1
rec-414-dup-0,17,id-199,5
rec-414-dup-1,29,id-199,5
id-10015,30,rec-220-dup-0,5
id-46,24,rec-87-dup-1,5
rec-121-dup-1,24,id-91,5
rec-361-dup-0,13,id-176,5
rec-250-dup-0,13,rec-44-dup-0,100
id-371,15,rec-227-dup-0,5
rec-251-dup-0,26,rec-134-dup-0,100
rec-217-dup-1,10,rec-132-dup-0,50
id-621,28,rec-227-dup-1,5
id-262,11,rec-128-dup-1,5
rec-734-dup-0,29,rec-128-dup-0,5
rec-26-dup-1,18,rec-132-dup-0,50
rec-373-dup-0,10,id-212,5
rec-316-dup-0,30,rec-132-dup-0,50
rec-147-dup-0,25,id-212,5
rec-10133-dup-0,29,id-91,5
id-162,22,rec-135-dup-1,5
id-213,12,rec-132-dup-0,100
rec-74-dup-0,14,id-206,5
rec-104-dup-0,12,rec-235-dup-0,5
rec-208-dup-0,9,id-210,5
id-262,8,rec-128-dup-0,5
rec-366-dup-0,28,rec-89-dup-0,5
rec-372-dup-0,15,rec-227-dup-1,5
rec-434-dup-0,12,rec-128-dup-1,5
id-10013,7,rec-220-dup-0,100
id-751,30,rec-220-dup-0,5
rec-552-dup-0,27,id-217,5
rec-366-dup-0,15,rec-89-dup-0,5
rec-118-dup-0,27,rec-220-dup-1,5
rec-90-dup-0,10,rec-89-dup-0,5
rec-558-dup-0,17,rec-106-dup-0,1
id-433,17,rec-175-dup-1,5
rec-148-dup-1,22,id-212,5
rec-90-dup-0,18,rec-89-dup-0,5
id-549,29,rec-588-dup-0,5
rec-121-dup-1,12,id-90,50
rec-148-dup-0,24,id-212,5
rec-591-dup-0,22,rec-87-dup-1,5
id-10091,28,rec-128-dup-1,5
rec-369-dup-0,10,id-75,5
id-132,17,rec-234-dup-0,5
id-213,28,rec-43-dup-0,5
id-469,22,rec-242-dup-1,5
rec-250-dup-0,22,rec-44-dup-0,100
rec-343-dup-1,29,id-246,5
rec-366-dup-0,22,rec-89-dup-0,5
rec-286-dup-0,12,id-167,5
rec-75-dup-1,9,id-206,5
rec-233-dup-1,11,id-229,100
rec-67-dup-1,30,id-207,5
rec-367-dup-0,28,id-203,5
id-10015,8,rec-220-dup-0,100
rec-83-dup-0,9,rec-236-dup-0,5
rec-90-dup-0,12,id-88,50
rec-90-dup-1,18,id-88,50
rec-562-dup-0,25,rec-224-dup-0,5
id-10014,23,rec-220-dup-1,100
id-10129,30,rec-205-dup-0,5
rec-435-dup-1,21,rec-128-dup-1,5
rec-52-dup-0,13,rec-194-dup-0,5
rec-121-dup-0,16,id-91,5
rec-441-dup-0,17,rec-254-dup-0,5
rec-704-dup-0,29,rec-272-dup-0,5
rec-84-dup-0,13,id-221,5
id-276,14,rec-172-dup-0,5
id-433,14,rec-175-dup-0,5
rec-457-dup-0,12,rec-164-dup-0,5
rec-63-dup-0,15,rec-225-dup-0,5
rec-748-dup-0,30,id-222,5
id-590,24,rec-87-dup-0,5
rec-80-dup-0,12,id-198,5
rec-591-dup-0,18,rec-87-dup-0,5
rec-35-dup-0,22,rec-131-dup-0,50
id-10014,7,rec-220-dup-0,100
rec-104-dup-0,26,rec-235-dup-0,5
rec-355-dup-0,11,rec-224-dup-0,5
rec-332-dup-0,18,id-265,5
id-213,25,rec-43-dup-0,100
id-47,13,rec-87-dup-1,5
rec-591-dup-0,21,rec-621-dup-0,1
rec-217-dup-1,11,rec-132-dup-0,50
id-239,29,rec-299-dup-0,5
id-456,14,rec-164-dup-0,5
rec-427-dup-0,22,rec-128-dup-1,50
id-10037,28,rec-225-dup-0,5
rec-531-dup-0,17,rec-135-dup-0,5
id-10013,28,rec-220-dup-0,5
rec-513-dup-0,22,rec-162-dup-0,5
rec-513-dup-1,17,rec-162-dup-0,5
rec-64-dup-0,21,rec-225-dup-0,5
id-28,15,rec-194-dup-0,5
id-461,13,rec-194-dup-0,5
id-469,25,rec-242-dup-1,5
rec-261-dup-1,14,rec-128-dup-1,5
rec-563-dup-1,24,rec-224-dup-0,5
rec-319-dup-0,12,id-203,5
rec-362-dup-1,22,id-176,5
rec-75-dup-0,27,id-206,5
id-735,27,rec-128-dup-1,5
rec-95-dup-0,11,id-215,5
rec-539-dup-1,21,rec-245-dup-0,1
rec-524-dup-1,26,id-206,50
id-110,8,rec-205-dup-0,5
rec-453-dup-0,13,id-258,5
id-46,22,rec-621-dup-0,1
rec-332-dup-0,28,id-265,5
id-36,18,rec-624-dup-1,1
rec-148-dup-0,14,id-212,5
rec-50-dup-1,15,id-214,5
id-356,10,rec-224-dup-0,5
rec-79-dup-0,13,id-256,5
id-418,17,rec-163-dup-1,5
rec-397-dup-0,21,id-165,5
id-263,27,rec-28-dup-0,5
rec-734-dup-1,29,id-128,5
id-149,10,rec-227-dup-0,5
id-36,13,rec-131-dup-0,50
rec-563-dup-0,18,rec-224-dup-0,5
id-400,17,rec-135-dup-1,5
rec-426-dup-1,22,rec-584-dup-0,1
rec-427-dup-1,17,rec-166-dup-0,5
rec-79-dup-0,30,id-256,5
rec-531-dup-0,27,rec-132-dup-0,50
rec-366-dup-0,16,rec-89-dup-0,5
rec-93-dup-0,10,rec-224-dup-0,5
rec-453-dup-0,14,id-258,5
rec-148-dup-1,30,id-212,5
id-191,18,rec-169-dup-1,5
id-265,25,rec-190-dup-0,5
rec-558-dup-0,17,rec-106-dup-0,1
rec-366-dup-0,25,id-88,50
rec-90-dup-1,25,id-88,50
rec-80-dup-0,24,id-198,5
rec-295-dup-0,10,id-127,5
id-264,7,rec-135-dup-1,5
rec-251-dup-0,18,rec-134-dup-0,100
rec-478-dup-0,21,id-176,5
id-314,26,rec-190-dup-0,5
rec-372-dup-0,12,rec-227-dup-1,5
rec-416-dup-1,28,id-222,5
id-336,29,rec-272-dup-0,5
id-317,25,rec-135-dup-0,5
rec-273-dup-0,30,id-248,5
id-265,30,rec-128-dup-0,50
id-371,21,rec-227-dup-1,5
rec-316-dup-0,7,rec-89-dup-0,5
rec-437-dup-1,23,id-210,5
rec-73-dup-1,17,id-222,5
id-113,30,rec-233-dup-1,50
rec-544-dup-0,24,id-222,5
id-162,7,rec-132-dup-0,50
id-77,15,rec-168-dup-0,5
rec-215-dup-0,13,rec-263-dup-0,50
id-91,16,rec-89-dup-0,5
rec-539-dup-1,22,rec-245-dup-0,1
rec-397-dup-0,15,id-165,5
rec-294-dup-0,9,id-127,5
rec-441-dup-0,26,rec-254-dup-0,5
rec-416-dup-0,23,id-222,5
rec-354-dup-1,13,rec-224-dup-0,5
rec-10121-dup-0,28,rec-128-dup-0,5
rec-35-dup-0,7,rec-131-dup-0,50
rec-328-dup-0,13,id-214,5
id-265,30,rec-190-dup-1,5
rec-57-dup-0,13,id-170,5
id-262,12,rec-128-dup-0,5
rec-269-dup-0,24,rec-272-dup-0,5
rec-19-dup-1,13,id-177,5
rec-121-dup-1,30,id-90,50
id-317,8,rec-89-dup-0,5
rec-428-dup-1,22,rec-128-dup-0,50
rec-453-dup-0,24,id-258,5
id-314,28,rec-190-dup-1,5
rec-332-dup-0,9,id-222,5
rec-63-dup-0,22,rec-225-dup-0,5
rec-370-dup-0,10,rec-93-dup-1,50
id-264,8,rec-135-dup-1,5
rec-531-dup-0,17,rec-132-dup-0,50
id-46,15,rec-87-dup-1,5
id-173,17,rec-624-dup-1,1
id-492,24,rec-134-dup-0,100
rec-238-dup-1,12,id-130,100
rec-250-dup-0,14,rec-44-dup-0,100
rec-90-dup-0,10,id-88,50
rec-63-dup-0,29,rec-225-dup-0,5
rec-121-dup-0,8,id-90,50
rec-701-dup-0,23,id-198,5
rec-10107-dup-0,29,rec-194-dup-0,5
rec-513-dup-1,17,rec-162-dup-0,5
rec-20-dup-1,10,rec-132-dup-0,50
id-433,13,rec-175-dup-1,5
rec-370-dup-0,10,rec-93-dup-0,50
rec-227-dup-0,25,id-210,5
rec-147-dup-0,30,id-212,5
id-113,29,rec-233-dup-0,50
rec-10098-dup-0,27,id-213,5
rec-10113-dup-0,30,id-258,50
rec-370-dup-0,26,rec-93-dup-0,50
rec-370-dup-0,26,rec-93-dup-0,50
id-10015,25,rec-220-dup-0,100
rec-366-dup-0,26,id-88,50
rec-401-dup-0,15,rec-254-dup-0,5
id-109,14,rec-205-dup-0,5
rec-354-dup-0,18,rec-224-dup-0,5
rec-121-dup-1,16,id-91,5
rec-250-dup-0,28,rec-44-dup-0,5
rec-10112-dup-1,30,id-258,5
id-511,21,rec-132-dup-0,50
rec-531-dup-0,24,rec-132-dup-0,50
rec-79-dup-0,24,id-256,5
id-590,28,rec-87-dup-0,5
rec-325-dup-0,17,id-171,5
rec-63-dup-0,29,rec-225-dup-0,5
id-263,10,rec-132-dup-0,5
rec-437-dup-0,15,id-210,5
rec-361-dup-0,16,id-176,5
id-300,21,rec-128-dup-1,50
rec-553-dup-0,29,id-217,50
id-402,22,rec-254-dup-0,5
id-400,17,rec-135-dup-0,5
rec-279-dup-1,26,id-208,5
rec-43-dup-0,27,rec-588-dup-0,5
id-46,28,rec-87-dup-1,5
rec-361-dup-0,22,id-176,5
rec-367-dup-1,23,id-203,5
id-419,13,rec-163-dup-1,5
id-110,9,rec-205-dup-0,5
id-10014,18,rec-220-dup-1,100
id-47,16,rec-87-dup-1,5
rec-83-dup-0,13,rec-236-dup-0,5
id-264,11,rec-135-dup-1,5
rec-367-dup-1,30,id-203,5
rec-316-dup-0,29,rec-132-dup-0,50
id-351,16,rec-220-dup-1,100
rec-90-dup-0,29,id-88,50
id-262,22,rec-128-dup-1,5
rec-462-dup-0,23,id-210,5
rec-544-dup-0,18,rec-128-dup-0,50
rec-35-dup-0,14,rec-131-dup-0,50
rec-10112-dup-1,28,id-258,5
rec-783-dup-0,27,rec-303-dup-0,5
rec-186-dup-1,22,id-198,5
rec-354-dup-0,14,rec-224-dup-0,5
rec-366-dup-1,16,rec-89-dup-0,5
rec-366-dup-0,21,rec-89-dup-0,5
rec-414-dup-1,14,id-199,5
rec-316-dup-1,22,rec-89-dup-0,5
rec-10070-dup-1,29,id-203,5
rec-117-dup-0,13,id-212,5
rec-354-dup-1,9,rec-224-dup-0,5
id-10014,17,rec-220-dup-1,100
id-262,21,rec-128-dup-1,5
id-263,18,rec-132-dup-0,5
id-105,27,rec-235-dup-0,5
id-10013,14,rec-220-dup-0,100
rec-358-dup-1,12,rec-175-dup-1,5
id-492,13,rec-134-dup-0,100
rec-78-dup-0,17,rec-168-dup-0,5
id-119,28,rec-220-dup-1,5
id-191,18,rec-169-dup-0,5
rec-90-dup-0,25,id-88,50
id-516,18,rec-164-dup-0,5
rec-90-dup-0,23,rec-89-dup-0,5
rec-453-dup-0,27,id-258,5
id-303,13,rec-161-dup-0,5
rec-295-dup-0,13,id-127,5
rec-269-dup-0,22,rec-272-dup-0,5
rec-10076-dup-0,28,id-210,5
id-314,27,rec-190-dup-1,5
rec-49-dup-0,26,rec-272-dup-0,5
rec-354-dup-0,24,rec-224-dup-0,5
rec-148-dup-0,13,id-212,5
id-10115,27,rec-235-dup-0,5
rec-83-dup-0,12,rec-236-dup-0,5
rec-64-dup-0,17,rec-225-dup-0,5
rec-437-dup-1,16,id-210,5
rec-238-dup-0,22,id-130,100
rec-126-dup-0,26,id-300,5
id-492,23,rec-134-dup-0,100
id-263,12,rec-132-dup-0,5
id-761,28,rec-901-dup-0,5
rec-562-dup-1,26,rec-224-dup-0,5
rec-143-dup-0,15,rec-211-dup-0,100
rec-543-dup-0,23,id-222,5
rec-73-dup-0,22,id-222,5
id-335,16,rec-194-dup-0,5
rec-120-dup-0,30,id-91,5
id-46,24,rec-87-dup-0,5
rec-441-dup-0,24,rec-254-dup-1,5
rec-83-dup-0,11,rec-236-dup-0,5
rec-131-dup-0,24,rec-220-dup-1,100
id-46,11,rec-87-dup-0,5
rec-56-dup-0,22,id-170,5
id-10013,24,rec-220-dup-0,100
id-317,27,rec-132-dup-0,50
rec-295-dup-0,7,id-127,5
rec-10076-dup-1,29,id-210,5
rec-53-dup-0,18,rec-194-dup-0,5
rec-328-dup-0,10,id-214,5
id-461,17,rec-263-dup-0,50
rec-366-dup-0,23,rec-89-dup-0,5
rec-90-dup-1,17,id-88,50
rec-435-dup-1,16,rec-128-dup-0,5
rec-148-dup-1,11,rec-227-dup-1,5
rec-26-dup-0,17,rec-132-dup-0,50
rec-50-dup-1,23,id-214,5
rec-63-dup-0,9,rec-225-dup-0,5
rec-215-dup-0,26,rec-194-dup-0,5
rec-215-dup-1,30,rec-194-dup-0,5
rec-90-dup-1,16,rec-89-dup-0,5
rec-269-dup-1,22,rec-272-dup-0,5
rec-562-dup-0,26,rec-224-dup-0,5
rec-83-dup-0,23,rec-236-dup-0,5
id-28,23,rec-194-dup-0,5
rec-121-dup-0,7,id-90,50
rec-331-dup-0,28,id-265,5
id-162,15,rec-132-dup-0,50
rec-217-dup-0,10,rec-135-dup-1,5
rec-186-dup-0,25,id-198,5
id-337,22,rec-624-dup-1,1
id-10015,22,rec-220-dup-1,100
rec-434-dup-0,18,rec-128-dup-1,5
rec-367-dup-1,24,id-203,5
rec-401-dup-0,14,rec-254-dup-1,5
id-317,30,rec-135-dup-1,5
rec-20-dup-1,11,rec-135-dup-0,5
rec-358-dup-1,16,rec-175-dup-0,5
rec-539-dup-1,17,id-218,5
rec-122-dup-1,8,rec-131-dup-0,5
id-433,18,rec-175-dup-1,5
id-10089,27,rec-227-dup-0,5
rec-316-dup-1,23,rec-132-dup-0,5
rec-35-dup-0,12,rec-131-dup-0,50
rec-10098-dup-0,29,id-213,5
rec-79-dup-0,29,id-256,5
rec-64-dup-0,8,rec-225-dup-0,5
rec-316-dup-0,22,rec-89-dup-0,5
rec-372-dup-0,28,rec-227-dup-0,5
id-590,23,rec-87-dup-0,5
id-89,21,rec-249-dup-0,1
rec-120-dup-0,28,id-91,5
rec-208-dup-0,23,id-210,5
rec-261-dup-1,17,rec-128-dup-0,5
id-132,14,rec-234-dup-0,5
rec-568-dup-1,18,id-92,1
rec-524-dup-1,27,id-206,50
id-469,22,rec-242-dup-0,5
id-351,11,rec-220-dup-0,100
id-10101,30,rec-263-dup-0,5
id-10006,16,rec-134-dup-0,100
rec-75-dup-1,21,id-206,5
id-621,21,rec-227-dup-0,5
id-317,11,rec-89-dup-0,5
rec-524-dup-0,18,id-206,50
id-65,8,rec-225-dup-0,5
id-105,24,rec-235-dup-0,5
id-27,26,rec-263-dup-0,5
rec-50-dup-0,13,id-214,5
rec-93-dup-0,10,rec-224-dup-0,5
rec-269-dup-1,13,rec-272-dup-0,5
rec-186-dup-1,18,id-198,5
id-10014,12,rec-220-dup-1,100
rec-90-dup-0,7,rec-89-dup-0,5
rec-427-dup-1,13,rec-166-dup-0,5
id-65,9,rec-225-dup-0,5
id-763,30,rec-901-dup-0,50
rec-75-dup-0,29,id-206,5
rec-147-dup-0,24,id-212,5
rec-269-dup-0,8,id-199,5
id-172,7,rec-132-dup-0,5
id-10015,26,rec-220-dup-0,100
rec-437-dup-0,23,id-210,5
rec-427-dup-1,12,rec-166-dup-0,5
id-353,30,rec-224-dup-0,5
rec-20-dup-0,18,id-177,5
id-46,9,rec-87-dup-0,5
rec-358-dup-0,17,rec-175-dup-0,5
id-109,22,rec-205-dup-0,5
id-400,15,rec-132-dup-0,50
id-400,12,rec-135-dup-1,5
rec-35-dup-0,13,rec-131-dup-0,50
rec-427-dup-0,18,rec-166-dup-0,5
rec-104-dup-0,7,rec-235-dup-0,5
rec-355-dup-1,16,id-173,5
rec-587-dup-0,17,id-126,100
rec-64-dup-0,22,rec-225-dup-0,5
rec-227-dup-0,29,id-210,5
id-440,14,rec-233-dup-0,5
id-511,21,rec-161-dup-0,5
id-213,23,rec-43-dup-0,100
id-47,9,rec-87-dup-0,5
id-10015,17,rec-220-dup-0,100
rec-232-dup-0,12,rec-162-dup-0,5
rec-78-dup-0,15,rec-168-dup-0,5
id-10091,30,rec-128-dup-0,5
rec-35-dup-0,21,rec-624-dup-0,1
id-162,10,rec-135-dup-1,5
id-446,15,rec-211-dup-0,100
rec-757-dup-0,27,rec-205-dup-0,5
id-371,25,rec-227-dup-1,5
rec-186-dup-1,8,id-198,5
rec-478-dup-0,13,id-176,5
rec-444-dup-0,18,id-174,5
rec-121-dup-1,24,id-90,50
rec-80-dup-0,30,id-198,5
rec-401-dup-0,29,rec-254-dup-0,5
rec-428-dup-0,12,rec-166-dup-0,5
rec-122-dup-0,7,rec-131-dup-0,5
rec-367-dup-0,15,id-203,5
rec-325-dup-0,16,id-171,5
id-317,26,rec-132-dup-0,50
rec-428-dup-1,17,rec-166-dup-0,5
id-301,9,rec-131-dup-0,5
id-756,28,rec-87-dup-1,5
rec-20-dup-0,11,rec-135-dup-0,5
rec-215-dup-0,12,rec-194-dup-0,5
id-45,27,rec-588-dup-0,5
rec-208-dup-0,13,id-210,5
rec-372-dup-0,13,rec-227-dup-1,5
id-46,10,rec-87-dup-1,5
rec-316-dup-0,27,rec-135-dup-0,5
rec-20-dup-1,18,id-177,5
rec-90-dup-1,10,id-88,50
rec-250-dup-0,7,rec-44-dup-0,100
id-351,13,rec-220-dup-1,100
id-371,30,rec-227-dup-1,5
rec-478-dup-0,15,id-176,5
rec-355-dup-1,8,rec-224-dup-0,5
rec-90-dup-1,23,id-88,50
id-317,29,rec-135-dup-0,5
rec-416-dup-0,25,id-222,5
id-10037,27,rec-225-dup-0,5
rec-10070-dup-1,26,id-203,5
rec-83-dup-0,11,rec-236-dup-0,5
rec-734-dup-1,30,rec-128-dup-0,5
id-263,17,rec-132-dup-0,5
rec-428-dup-1,21,rec-128-dup-0,50
rec-73-dup-0,28,id-222,5
id-418,12,rec-163-dup-0,5
rec-441-dup-0,28,rec-254-dup-0,5
rec-56-dup-1,17,id-170,5
rec-104-dup-0,21,rec-235-dup-0,5
id-732,28,rec-135-dup-1,5
rec-734-dup-0,30,rec-128-dup-1,5
rec-67-dup-1,28,id-207,5
rec-104-dup-0,27,rec-235-dup-0,5
rec-78-dup-0,13,rec-168-dup-0,5
rec-414-dup-1,25,id-199,5
rec-131-dup-0,28,rec-220-dup-0,5
rec-462-dup-0,29,id-210,5
rec-414-dup-1,21,id-199,5
id-239,13,rec-299-dup-0,5
rec-10149-dup-0,29,rec-235-dup-0,5
rec-355-dup-1,17,id-173,5
rec-372-dup-0,10,id-212,5
id-769,28,rec-224-dup-0,5
rec-43-dup-0,27,rec-588-dup-0,5
rec-10032-dup-0,27,id-216,5
rec-121-dup-1,8,id-90,50
rec-372-dup-0,27,rec-227-dup-1,5
rec-544-dup-0,23,id-222,5
rec-562-dup-0,29,rec-224-dup-0,5
rec-326-dup-0,16,id-171,5
rec-215-dup-1,8,rec-194-dup-0,5
rec-52-dup-0,16,rec-194-dup-0,5
rec-373-dup-0,29,rec-227-dup-0,5
id-27,22,rec-194-dup-0,5
rec-361-dup-0,12,id-176,5
rec-251-dup-0,15,rec-134-dup-0,100
rec-332-dup-1,9,id-222,5
rec-457-dup-0,14,rec-164-dup-0,5
rec-701-dup-0,30,id-198,5
id-446,14,rec-211-dup-0,100
rec-43-dup-0,25,rec-588-dup-0,5
id-28,17,rec-194-dup-0,5
rec-10150-dup-0,30,id-94,5
rec-591-dup-0,17,rec-87-dup-1,5
id-263,21,rec-132-dup-0,5
rec-52-dup-0,12,rec-194-dup-0,5
rec-80-dup-0,17,id-198,5
id-469,26,rec-242-dup-1,5
