pokemon,stat,base_stat,effort
id-49,1,70,0
id-49,2,65,0
id-49,3,60,0
id-49,4,90,1
id-49,5,75,0
id-49,6,90,1
id-50,1,10,0
id-50,2,55,0
id-50,3,25,0
id-50,4,35,0
id-50,5,45,0
id-50,6,95,1
id-51,1,35,0
id-51,2,100,0
id-51,3,50,0
id-51,4,50,0
id-51,5,70,0
id-51,6,120,2
id-52,1,40,0
id-52,2,45,0
id-52,3,35,0
id-52,4,40,0
id-52,5,40,0
id-52,6,90,1
id-53,1,65,0
id-53,2,70,0
id-53,3,60,0
id-53,4,65,0
id-53,5,65,0
id-53,6,115,2
id-54,1,50,0
id-54,2,52,0
id-54,3,48,0
id-54,4,65,1
id-54,5,50,0
id-54,6,55,0
id-55,1,80,0
id-55,2,82,0
id-55,3,78,0
id-55,4,95,2
id-55,5,80,0
id-55,6,85,0
id-56,1,40,0
id-56,2,80,1
id-56,3,35,0
id-56,4,35,0
id-56,5,45,0
id-56,6,70,0
id-57,1,65,0
id-57,2,105,2
id-57,3,60,0
id-57,4,60,0
id-57,5,70,0
id-57,6,95,0
id-58,1,55,0
id-58,2,70,1
id-58,3,45,0
id-58,4,70,0
id-58,5,50,0
id-58,6,60,0
id-59,1,90,0
id-59,2,110,2
id-59,3,80,0
id-59,4,100,0
id-59,5,80,0
id-59,6,95,0
id-60,1,40,0
id-60,2,50,0
id-60,3,40,0
id-60,4,40,0
id-60,5,40,0
id-60,6,90,1
id-61,1,65,0
id-61,2,65,0
id-61,3,65,0
id-61,4,50,0
id-61,5,50,0
id-61,6,90,2
id-62,1,90,0
id-62,2,95,0
id-62,3,95,3
id-62,4,70,0
id-62,5,90,0
id-62,6,70,0
id-63,1,25,0
id-63,2,20,0
id-63,3,15,0
id-63,4,105,1
id-63,5,55,0
id-63,6,90,0
id-64,1,40,0
id-64,2,35,0
id-64,3,30,0
id-64,4,120,2
id-64,5,70,0
id-64,6,105,0
id-65,1,55,0
id-65,2,50,0
id-65,3,45,0
id-65,4,135,3
id-65,5,95,0
id-65,6,120,0
id-66,1,70,0
id-66,2,80,1
id-66,3,50,0
id-66,4,35,0
id-66,5,35,0
id-66,6,35,0
id-67,1,80,0
id-67,2,100,2
id-67,3,70,0
id-67,4,50,0
id-67,5,60,0
id-67,6,45,0
id-68,1,90,0
id-68,2,130,3
id-68,3,80,0
id-68,4,65,0
id-68,5,85,0
id-68,6,55,0
id-69,1,50,0
id-69,2,75,1
id-69,3,35,0
id-69,4,70,0
id-69,5,30,0
id-69,6,40,0
id-70,1,65,0
id-70,2,90,2
id-70,3,50,0
id-70,4,85,0
id-70,5,45,0
id-70,6,55,0
id-71,1,80,0
id-71,2,105,3
id-71,3,65,0
id-71,4,100,0
id-71,5,70,0
id-71,6,70,0
id-72,1,40,0
id-72,2,40,0
id-72,3,35,0
id-72,4,50,0
id-72,5,100,1
id-72,6,70,0
id-73,1,80,0
id-73,2,70,0
id-73,3,65,0
id-73,4,80,0
id-73,5,120,2
id-73,6,100,0
id-74,1,40,0
id-74,2,80,0
id-74,3,100,1
id-74,4,30,0
id-74,5,30,0
id-74,6,20,0
id-75,1,55,0
id-75,2,95,0
id-75,3,115,2
id-75,4,45,0
id-75,5,45,0
id-75,6,35,0
id-76,1,80,0
id-76,2,120,0
id-76,3,130,3
id-76,4,55,0
id-76,5,65,0
id-76,6,45,0
id-77,1,50,0
id-77,2,85,0
id-77,3,55,0
id-77,4,65,0
id-77,5,65,0
id-77,6,90,1
id-78,1,65,0
id-78,2,100,0
id-78,3,70,0
id-78,4,80,0
id-78,5,80,0
id-78,6,105,2
id-79,1,90,1
id-79,2,65,0
id-79,3,65,0
id-79,4,40,0
id-79,5,40,0
id-79,6,15,0
id-80,1,95,0
id-80,2,75,0
id-80,3,110,2
id-80,4,100,0
id-80,5,80,0
id-80,6,30,0
id-81,1,25,0
id-81,2,35,0
id-81,3,70,0
id-81,4,95,1
id-81,5,55,0
id-81,6,45,0
id-82,1,50,0
id-82,2,60,0
id-82,3,95,0
id-82,4,120,2
id-82,5,70,0
id-82,6,70,0
id-83,1,52,0
id-83,2,90,1
id-83,3,55,0
id-83,4,58,0
id-83,5,62,0
id-83,6,60,0
id-84,1,35,0
id-84,2,85,1
id-84,3,45,0
id-84,4,35,0
id-84,5,35,0
id-84,6,75,0
id-85,1,60,0
id-85,2,110,2
id-85,3,70,0
id-85,4,60,0
id-85,5,60,0
id-85,6,110,0
id-86,1,65,0
id-86,2,45,0
id-86,3,55,0
id-86,4,45,0
id-86,5,70,1
id-86,6,45,0
id-87,1,90,0
id-87,2,70,0
id-87,3,80,0
id-87,4,70,0
id-87,5,95,2
id-87,6,70,0
id-88,1,80,1
id-88,2,80,0
id-88,3,50,0
id-88,4,40,0
id-88,5,50,0
id-88,6,25,0
id-89,1,105,1
id-89,2,105,1
id-89,3,75,0
id-89,4,65,0
id-89,5,100,0
id-89,6,50,0
id-90,1,30,0
id-90,2,65,0
id-90,3,100,1
id-90,4,45,0
id-90,5,25,0
id-90,6,40,0
id-91,1,50,0
id-91,2,95,0
id-91,3,180,2
id-91,4,85,0
id-91,5,45,0
id-91,6,70,0
id-92,1,30,0
id-92,2,35,0
id-92,3,30,0
id-92,4,100,1
id-92,5,35,0
id-92,6,80,0
id-93,1,45,0
id-93,2,50,0
id-93,3,45,0
id-93,4,115,2
id-93,5,55,0
id-93,6,95,0
id-94,1,60,0
id-94,2,65,0
id-94,3,60,0
id-94,4,130,3
id-94,5,75,0
id-94,6,110,0
id-95,1,35,0
id-95,2,45,0
id-95,3,160,1
id-95,4,30,0
id-95,5,45,0
id-95,6,70,0
id-96,1,60,0
id-96,2,48,0
id-96,3,45,0
id-96,4,43,0
id-96,5,90,1
id-96,6,42,0
id-97,1,85,0
id-97,2,73,0
id-97,3,70,0
id-97,4,73,0
id-97,5,115,2
id-97,6,67,0
id-98,1,30,0
id-98,2,105,1
id-98,3,90,0
id-98,4,25,0
id-98,5,25,0
id-98,6,50,0
id-99,1,55,0
id-99,2,130,2
id-99,3,115,0
id-99,4,50,0
id-99,5,50,0
id-99,6,75,0
id-100,1,40,0
id-100,2,30,0
id-100,3,50,0
id-100,4,55,0
id-100,5,55,0
id-100,6,100,1
id-101,1,60,0
id-101,2,50,0
id-101,3,70,0
id-101,4,80,0
id-101,5,80,0
id-101,6,150,2
id-102,1,60,0
id-102,2,40,0
id-102,3,80,1
id-102,4,60,0
id-102,5,45,0
id-102,6,40,0
id-103,1,95,0
id-103,2,95,0
id-103,3,85,0
id-103,4,125,2
id-103,5,75,0
id-103,6,55,0
id-104,1,50,0
id-104,2,50,0
id-104,3,95,1
id-104,4,40,0
id-104,5,50,0
id-104,6,35,0
id-105,1,60,0
id-105,2,80,0
id-105,3,110,2
id-105,4,50,0
id-105,5,80,0
id-105,6,45,0
id-106,1,50,0
id-106,2,120,2
id-106,3,53,0
id-106,4,35,0
id-106,5,110,0
id-106,6,87,0
id-107,1,50,0
id-107,2,105,0
id-107,3,79,0
id-107,4,35,0
id-107,5,110,2
id-107,6,76,0
id-108,1,90,2
id-108,2,55,0
id-108,3,75,0
id-108,4,60,0
id-108,5,75,0
id-108,6,30,0
id-109,1,40,0
id-109,2,65,0
id-109,3,95,1
id-109,4,60,0
id-109,5,45,0
id-109,6,35,0
id-110,1,65,0
id-110,2,90,0
id-110,3,120,2
id-110,4,85,0
id-110,5,70,0
id-110,6,60,0
id-111,1,80,0
id-111,2,85,0
id-111,3,95,1
id-111,4,30,0
id-111,5,30,0
id-111,6,25,0
id-112,1,105,0
id-112,2,130,2
id-112,3,120,0
id-112,4,45,0
id-112,5,45,0
id-112,6,40,0
id-113,1,250,2
id-113,2,5,0
id-113,3,5,0
id-113,4,35,0
id-113,5,105,0
id-113,6,50,0
id-114,1,65,0
id-114,2,55,0
id-114,3,115,1
id-114,4,100,0
id-114,5,40,0
id-114,6,60,0
id-115,1,105,2
id-115,2,95,0
id-115,3,80,0
id-115,4,40,0
id-115,5,80,0
id-115,6,90,0
id-116,1,30,0
id-116,2,40,0
id-116,3,70,0
id-116,4,70,1
id-116,5,25,0
id-116,6,60,0
id-117,1,55,0
id-117,2,65,0
id-117,3,95,1
id-117,4,95,1
id-117,5,45,0
id-117,6,85,0
id-118,1,45,0
id-118,2,67,1
id-118,3,60,0
id-118,4,35,0
id-118,5,50,0
id-118,6,63,0
id-119,1,80,0
id-119,2,92,2
id-119,3,65,0
id-119,4,65,0
id-119,5,80,0
id-119,6,68,0
id-120,1,30,0
id-120,2,45,0
id-120,3,55,0
id-120,4,70,0
id-120,5,55,0
id-120,6,85,1
id-121,1,60,0
id-121,2,75,0
id-121,3,85,0
id-121,4,100,0
id-121,5,85,0
id-121,6,115,2
id-122,1,40,0
id-122,2,45,0
id-122,3,65,0
id-122,4,100,0
id-122,5,120,2
id-122,6,90,0
id-123,1,70,0
id-123,2,110,1
id-123,3,80,0
id-123,4,55,0
id-123,5,80,0
id-123,6,105,0
id-124,1,65,0
id-124,2,50,0
id-124,3,35,0
id-124,4,115,2
id-124,5,95,0
id-124,6,95,0
id-125,1,65,0
id-125,2,83,0
id-125,3,57,0
id-125,4,95,0
id-125,5,85,0
id-125,6,105,2
id-126,1,65,0
id-126,2,95,0
id-126,3,57,0
id-126,4,100,2
id-126,5,85,0
id-126,6,93,0
id-127,1,65,0
id-127,2,125,2
id-127,3,100,0
id-127,4,55,0
id-127,5,70,0
id-127,6,85,0
id-128,1,75,0
id-128,2,100,1
id-128,3,95,0
id-128,4,40,0
id-128,5,70,0
id-128,6,110,1
id-129,1,20,0
id-129,2,10,0
id-129,3,55,0
id-129,4,15,0
id-129,5,20,0
id-129,6,80,1
id-130,1,95,0
id-130,2,125,2
id-130,3,79,0
id-130,4,60,0
id-130,5,100,0
id-130,6,81,0
id-131,1,130,2
id-131,2,85,0
id-131,3,80,0
id-131,4,85,0
id-131,5,95,0
id-131,6,60,0
id-132,1,48,1
id-132,2,48,0
id-132,3,48,0
id-132,4,48,0
id-132,5,48,0
id-132,6,48,0
id-133,1,55,0
id-133,2,55,0
id-133,3,50,0
id-133,4,45,0
id-133,5,65,1
id-133,6,55,0
id-134,1,130,2
id-134,2,65,0
id-134,3,60,0
id-134,4,110,0
id-134,5,95,0
id-134,6,65,0
id-135,1,65,0
id-135,2,65,0
id-135,3,60,0
id-135,4,110,0
id-135,5,95,0
id-135,6,130,2
id-136,1,65,0
id-136,2,130,2
id-136,3,60,0
id-136,4,95,0
id-136,5,110,0
id-136,6,65,0
id-137,1,65,0
id-137,2,60,0
id-137,3,70,0
id-137,4,85,1
id-137,5,75,0
id-137,6,40,0
id-138,1,35,0
id-138,2,40,0
id-138,3,100,1
id-138,4,90,0
id-138,5,55,0
id-138,6,35,0
id-139,1,70,0
id-139,2,60,0
id-139,3,125,2
id-139,4,115,0
id-139,5,70,0
id-139,6,55,0
id-140,1,30,0
id-140,2,80,0
id-140,3,90,1
id-140,4,55,0
id-140,5,45,0
id-140,6,55,0
id-141,1,60,0
id-141,2,115,2
id-141,3,105,0
id-141,4,65,0
id-141,5,70,0
id-141,6,80,0
id-142,1,80,0
id-142,2,105,0
id-142,3,65,0
id-142,4,60,0
id-142,5,75,0
id-142,6,130,2
id-143,1,160,2
id-143,2,110,0
id-143,3,65,0
id-143,4,65,0
id-143,5,110,0
id-143,6,30,0
id-144,1,90,0
id-144,2,85,0
id-144,3,100,0
id-144,4,95,0
id-144,5,125,3
id-144,6,85,0
id-145,1,90,0
id-145,2,90,0
id-145,3,85,0
id-145,4,125,3
id-145,5,90,0
id-145,6,100,0
id-146,1,90,0
id-146,2,100,0
id-146,3,90,0
id-146,4,125,3
id-146,5,85,0
id-146,6,90,0
id-147,1,41,0
id-147,2,64,1
id-147,3,45,0
id-147,4,50,0
id-147,5,50,0
id-147,6,50,0
id-148,1,61,0
id-148,2,84,2
id-148,3,65,0
id-148,4,70,0
id-148,5,70,0
id-148,6,70,0
id-149,1,91,0
id-149,2,134,3
id-149,3,95,0
id-149,4,100,0
id-149,5,100,0
id-149,6,80,0
id-150,1,106,0
id-150,2,110,0
id-150,3,90,0
id-150,4,154,3
id-150,5,90,0
id-150,6,130,0
id-151,1,100,3
id-151,2,100,0
id-151,3,100,0
id-151,4,100,0
id-151,5,100,0
id-151,6,100,0
id-152,1,45,0
id-152,2,49,0
id-152,3,65,0
id-152,4,49,0
id-152,5,65,1
id-152,6,45,0
id-153,1,60,0
id-153,2,62,0
id-153,3,80,1
id-153,4,63,0
id-153,5,80,1
id-153,6,60,0
id-154,1,80,0
id-154,2,82,0
id-154,3,100,1
id-154,4,83,0
id-154,5,100,2
id-154,6,80,0
id-155,1,39,0
id-155,2,52,0
id-155,3,43,0
id-155,4,60,0
id-155,5,50,0
id-155,6,65,1
id-156,1,58,0
id-156,2,64,0
id-156,3,58,0
id-156,4,80,1
id-156,5,65,0
id-156,6,80,1
id-157,1,78,0
id-157,2,84,0
id-157,3,78,0
id-157,4,109,3
id-157,5,85,0
id-157,6,100,0
id-158,1,50,0
id-158,2,65,1
id-158,3,64,0
id-158,4,44,0
id-158,5,48,0
id-158,6,43,0
id-159,1,65,0
id-159,2,80,1
id-159,3,80,1
id-159,4,59,0
id-159,5,63,0
id-159,6,58,0
id-160,1,85,0
id-160,2,105,2
id-160,3,100,1
id-160,4,79,0
id-160,5,83,0
id-160,6,78,0
id-161,1,35,0
id-161,2,46,1
id-161,3,34,0
id-161,4,35,0
id-161,5,45,0
id-161,6,20,0
id-162,1,85,0
id-162,2,76,0
id-162,3,64,0
id-162,4,45,0
id-162,5,55,0
id-162,6,90,2
id-163,1,60,1
id-163,2,30,0
id-163,3,30,0
id-163,4,36,0
id-163,5,56,0
id-163,6,50,0
id-164,1,100,2
id-164,2,50,0
id-164,3,50,0
id-164,4,86,0
id-164,5,96,0
id-164,6,70,0
id-165,1,40,0
id-165,2,20,0
id-165,3,30,0
id-165,4,40,0
id-165,5,80,1
id-165,6,55,0
id-166,1,55,0
id-166,2,35,0
id-166,3,50,0
id-166,4,55,0
id-166,5,110,2
id-166,6,85,0
id-167,1,40,0
id-167,2,60,1
id-167,3,40,0
id-167,4,40,0
id-167,5,40,0
id-167,6,30,0
id-168,1,70,0
id-168,2,90,2
id-168,3,70,0
id-168,4,60,0
id-168,5,70,0
id-168,6,40,0
id-169,1,85,0
id-169,2,90,0
id-169,3,80,0
id-169,4,70,0
id-169,5,80,0
id-169,6,130,3
id-170,1,75,1
id-170,2,38,0
id-170,3,38,0
id-170,4,56,0
id-170,5,56,0
id-170,6,67,0
id-171,1,125,2
id-171,2,58,0
id-171,3,58,0
id-171,4,76,0
id-171,5,76,0
id-171,6,67,0
id-172,1,20,0
id-172,2,40,0
id-172,3,15,0
id-172,4,35,0
id-172,5,35,0
id-172,6,60,1
id-173,1,50,0
id-173,2,25,0
id-173,3,28,0
id-173,4,45,0
id-173,5,55,1
id-173,6,15,0
id-174,1,90,1
id-174,2,30,0
id-174,3,15,0
id-174,4,40,0
id-174,5,20,0
id-174,6,15,0
id-175,1,35,0
id-175,2,20,0
id-175,3,65,0
id-175,4,40,0
id-175,5,65,1
id-175,6,20,0
id-176,1,55,0
id-176,2,40,0
id-176,3,85,0
id-176,4,80,0
id-176,5,105,2
id-176,6,40,0
id-177,1,40,0
id-177,2,50,0
id-177,3,45,0
id-177,4,70,1
id-177,5,45,0
id-177,6,70,0
id-178,1,65,0
id-178,2,75,0
id-178,3,70,0
id-178,4,95,1
id-178,5,70,0
id-178,6,95,1
id-179,1,55,0
id-179,2,40,0
id-179,3,40,0
id-179,4,65,1
id-179,5,45,0
id-179,6,35,0
id-180,1,70,0
id-180,2,55,0
id-180,3,55,0
id-180,4,80,2
id-180,5,60,0
id-180,6,45,0
id-181,1,90,0
id-181,2,75,0
id-181,3,85,0
id-181,4,115,3
id-181,5,90,0
id-181,6,55,0
id-182,1,75,0
id-182,2,80,0
id-182,3,95,0
id-182,4,90,0
id-182,5,100,3
id-182,6,50,0
id-183,1,70,2
id-183,2,20,0
id-183,3,50,0
id-183,4,20,0
id-183,5,50,0
id-183,6,40,0
id-184,1,100,3
id-184,2,50,0
id-184,3,80,0
id-184,4,60,0
id-184,5,80,0
id-184,6,50,0
id-185,1,70,0
id-185,2,100,0
id-185,3,115,2
id-185,4,30,0
id-185,5,65,0
id-185,6,30,0
id-186,1,90,0
id-186,2,75,0
id-186,3,75,0
id-186,4,90,0
id-186,5,100,3
id-186,6,70,0
id-187,1,35,0
id-187,2,35,0
id-187,3,40,0
id-187,4,35,0
id-187,5,55,1
id-187,6,50,0
id-188,1,55,0
id-188,2,45,0
id-188,3,50,0
id-188,4,45,0
id-188,5,65,0
id-188,6,80,2
id-189,1,75,0
id-189,2,55,0
id-189,3,70,0
id-189,4,55,0
id-189,5,95,0
id-189,6,110,3
id-190,1,55,0
id-190,2,70,0
id-190,3,55,0
id-190,4,40,0
id-190,5,55,0
id-190,6,85,1
id-191,1,30,0
id-191,2,30,0
id-191,3,30,0
id-191,4,30,1
id-191,5,30,0
id-191,6,30,0
id-192,1,75,0
id-192,2,75,0
id-192,3,55,0
id-192,4,105,2
id-192,5,85,0
id-192,6,30,0
id-193,1,65,0
id-193,2,65,0
id-193,3,45,0
id-193,4,75,0
id-193,5,45,0
id-193,6,95,1
id-194,1,55,1
id-194,2,45,0
id-194,3,45,0
id-194,4,25,0
id-194,5,25,0
id-194,6,15,0
id-195,1,95,2
id-195,2,85,0
id-195,3,85,0
id-195,4,65,0
id-195,5,65,0
id-195,6,35,0
id-196,1,65,0
id-196,2,65,0
id-196,3,60,0
id-196,4,130,2
id-196,5,95,0
id-196,6,110,0
id-197,1,95,0
id-197,2,65,0
id-197,3,110,0
id-197,4,60,0
id-197,5,130,2
id-197,6,65,0
id-198,1,60,0
id-198,2,85,0
id-198,3,42,0
id-198,4,85,0
id-198,5,42,0
id-198,6,91,1
id-199,1,95,0
id-199,2,75,0
id-199,3,80,0
id-199,4,100,0
id-199,5,110,2
id-199,6,30,0
id-200,1,60,0
id-200,2,60,0
id-200,3,60,0
id-200,4,85,0
id-200,5,85,1
id-200,6,85,0
id-201,1,48,0
id-201,2,72,1
id-201,3,48,0
id-201,4,72,1
id-201,5,48,0
id-201,6,48,0
id-202,1,190,2
id-202,2,33,0
id-202,3,58,0
id-202,4,33,0
id-202,5,58,0
id-202,6,33,0
id-203,1,70,0
id-203,2,80,0
id-203,3,65,0
id-203,4,90,2
id-203,5,65,0
id-203,6,85,0
id-204,1,50,0
id-204,2,65,0
id-204,3,90,1
id-204,4,35,0
id-204,5,35,0
id-204,6,15,0
id-205,1,75,0
id-205,2,90,0
id-205,3,140,2
id-205,4,60,0
id-205,5,60,0
id-205,6,40,0
id-206,1,100,1
id-206,2,70,0
id-206,3,70,0
id-206,4,65,0
id-206,5,65,0
id-206,6,45,0
id-207,1,65,0
id-207,2,75,0
id-207,3,105,1
id-207,4,35,0
id-207,5,65,0
id-207,6,85,0
id-208,1,75,0
id-208,2,85,0
id-208,3,200,2
id-208,4,55,0
id-208,5,65,0
id-208,6,30,0
id-209,1,60,0
id-209,2,80,1
id-209,3,50,0
id-209,4,40,0
id-209,5,40,0
id-209,6,30,0
id-210,1,90,0
id-210,2,120,2
id-210,3,75,0
id-210,4,60,0
id-210,5,60,0
id-210,6,45,0
id-211,1,65,0
id-211,2,95,1
id-211,3,85,0
id-211,4,55,0
id-211,5,55,0
id-211,6,85,0
id-212,1,70,0
id-212,2,130,2
id-212,3,100,0
id-212,4,55,0
id-212,5,80,0
id-212,6,65,0
id-213,1,20,0
id-213,2,10,0
id-213,3,230,1
id-213,4,10,0
id-213,5,230,1
id-213,6,5,0
id-214,1,80,0
id-214,2,125,2
id-214,3,75,0
id-214,4,40,0
id-214,5,95,0
id-214,6,85,0
id-215,1,55,0
id-215,2,95,0
id-215,3,55,0
id-215,4,35,0
id-215,5,75,0
id-215,6,115,1
id-216,1,60,0
id-216,2,80,1
id-216,3,50,0
id-216,4,50,0
id-216,5,50,0
id-216,6,40,0
id-217,1,90,0
id-217,2,130,2
id-217,3,75,0
id-217,4,75,0
id-217,5,75,0
id-217,6,55,0
id-218,1,40,0
id-218,2,40,0
id-218,3,40,0
id-218,4,70,1
id-218,5,40,0
id-218,6,20,0
id-219,1,60,0
id-219,2,50,0
id-219,3,120,2
id-219,4,90,0
id-219,5,80,0
id-219,6,30,0
id-220,1,50,0
id-220,2,50,1
id-220,3,40,0
id-220,4,30,0
id-220,5,30,0
id-220,6,50,0
id-221,1,100,1
id-221,2,100,1
id-221,3,80,0
id-221,4,60,0
id-221,5,60,0
id-221,6,50,0
id-222,1,65,0
id-222,2,55,0
id-222,3,95,1
id-222,4,65,0
id-222,5,95,1
id-222,6,35,0
id-223,1,35,0
id-223,2,65,0
id-223,3,35,0
id-223,4,65,1
id-223,5,35,0
id-223,6,65,0
id-224,1,75,0
id-224,2,105,1
id-224,3,75,0
id-224,4,105,1
id-224,5,75,0
id-224,6,45,0
id-225,1,45,0
id-225,2,55,0
id-225,3,45,0
id-225,4,65,0
id-225,5,45,0
id-225,6,75,1
id-226,1,85,0
id-226,2,40,0
id-226,3,70,0
id-226,4,80,0
id-226,5,140,2
id-226,6,70,0
id-227,1,65,0
id-227,2,80,0
id-227,3,140,2
id-227,4,40,0
id-227,5,70,0
id-227,6,70,0
id-228,1,45,0
id-228,2,60,0
id-228,3,30,0
id-228,4,80,1
id-228,5,50,0
id-228,6,65,0
id-229,1,75,0
id-229,2,90,0
id-229,3,50,0
id-229,4,110,2
id-229,5,80,0
id-229,6,95,0
id-230,1,75,0
id-230,2,95,1
id-230,3,95,0
id-230,4,95,1
id-230,5,95,1
id-230,6,85,0
id-231,1,90,1
id-231,2,60,0
id-231,3,60,0
id-231,4,40,0
id-231,5,40,0
id-231,6,40,0
id-232,1,90,0
id-232,2,120,1
id-232,3,120,1
id-232,4,60,0
id-232,5,60,0
id-232,6,50,0
id-233,1,85,0
id-233,2,80,0
id-233,3,90,0
id-233,4,105,2
id-233,5,95,0
id-233,6,60,0
id-234,1,73,0
id-234,2,95,1
id-234,3,62,0
id-234,4,85,0
id-234,5,65,0
id-234,6,85,0
id-235,1,55,0
id-235,2,20,0
id-235,3,35,0
id-235,4,20,0
id-235,5,45,0
id-235,6,75,1
id-236,1,35,0
id-236,2,35,1
id-236,3,35,0
id-236,4,35,0
id-236,5,35,0
id-236,6,35,0
id-237,1,50,0
id-237,2,95,0
id-237,3,95,0
id-237,4,35,0
id-237,5,110,2
id-237,6,70,0
id-238,1,45,0
id-238,2,30,0
id-238,3,15,0
id-238,4,85,1
id-238,5,65,0
id-238,6,65,0
id-239,1,45,0
id-239,2,63,0
id-239,3,37,0
id-239,4,65,0
id-239,5,55,0
id-239,6,95,1
id-240,1,45,0
id-240,2,75,0
id-240,3,37,0
id-240,4,70,0
id-240,5,55,0
id-240,6,83,1
id-241,1,95,0
id-241,2,80,0
id-241,3,105,2
id-241,4,40,0
id-241,5,70,0
id-241,6,100,0
id-242,1,255,3
id-242,2,10,0
id-242,3,10,0
id-242,4,75,0
id-242,5,135,0
id-242,6,55,0
id-243,1,90,0
id-243,2,85,0
id-243,3,75,0
id-243,4,115,1
id-243,5,100,0
id-243,6,115,2
id-244,1,115,1
id-244,2,115,2
id-244,3,85,0
id-244,4,90,0
id-244,5,75,0
id-244,6,100,0
id-245,1,100,0
id-245,2,75,0
id-245,3,115,1
id-245,4,90,0
id-245,5,115,2
id-245,6,85,0
id-246,1,50,0
id-246,2,64,1
id-246,3,50,0
id-246,4,45,0
id-246,5,50,0
id-246,6,41,0
id-247,1,70,0
id-247,2,84,2
id-247,3,70,0
id-247,4,65,0
id-247,5,70,0
id-247,6,51,0
id-248,1,100,0
id-248,2,134,3
id-248,3,110,0
id-248,4,95,0
id-248,5,100,0
id-248,6,61,0
id-249,1,106,0
id-249,2,90,0
id-249,3,130,0
id-249,4,90,0
id-249,5,154,3
id-249,6,110,0
id-250,1,106,0
id-250,2,130,0
id-250,3,90,0
id-250,4,110,0
id-250,5,154,3
id-250,6,90,0
id-251,1,100,3
id-251,2,100,0
id-251,3,100,0
id-251,4,100,0
id-251,5,100,0
id-251,6,100,0
id-252,1,40,0
id-252,2,45,0
id-252,3,35,0
id-252,4,65,0
id-252,5,55,0
id-252,6,70,1
id-253,1,50,0
id-253,2,65,0
id-253,3,45,0
id-253,4,85,0
id-253,5,65,0
id-253,6,95,2
id-254,1,70,0
id-254,2,85,0
id-254,3,65,0
id-254,4,105,0
id-254,5,85,0
id-254,6,120,3
id-255,1,45,0
id-255,2,60,0
id-255,3,40,0
id-255,4,70,1
id-255,5,50,0
id-255,6,45,0
id-256,1,60,0
id-256,2,85,1
id-256,3,60,0
id-256,4,85,1
id-256,5,60,0
id-256,6,55,0
id-257,1,80,0
id-257,2,120,3
id-257,3,70,0
id-257,4,110,0
id-257,5,70,0
id-257,6,80,0
id-258,1,50,0
id-258,2,70,1
id-258,3,50,0
id-258,4,50,0
id-258,5,50,0
id-258,6,40,0
id-259,1,70,0
id-259,2,85,2
id-259,3,70,0
id-259,4,60,0
id-259,5,70,0
id-259,6,50,0
id-260,1,100,0
id-260,2,110,3
id-260,3,90,0
id-260,4,85,0
id-260,5,90,0
id-260,6,60,0
id-261,1,35,0
id-261,2,55,1
id-261,3,35,0
id-261,4,30,0
id-261,5,30,0
id-261,6,35,0
id-262,1,70,0
id-262,2,90,2
id-262,3,70,0
id-262,4,60,0
id-262,5,60,0
id-262,6,70,0
id-263,1,38,0
id-263,2,30,0
id-263,3,41,0
id-263,4,30,0
id-263,5,41,0
id-263,6,60,1
id-264,1,78,0
id-264,2,70,0
id-264,3,61,0
id-264,4,50,0
id-264,5,61,0
id-264,6,100,2
id-265,1,45,1
id-265,2,45,0
id-265,3,35,0
id-265,4,20,0
id-265,5,30,0
id-265,6,20,0
id-266,1,50,0
id-266,2,35,0
id-266,3,55,2
id-266,4,25,0
id-266,5,25,0
id-266,6,15,0
id-267,1,60,0
id-267,2,70,0
id-267,3,50,0
id-267,4,100,3
id-267,5,50,0
id-267,6,65,0
id-268,1,50,0
id-268,2,35,0
id-268,3,55,2
id-268,4,25,0
id-268,5,25,0
id-268,6,15,0
id-269,1,60,0
id-269,2,50,0
id-269,3,70,0
id-269,4,50,0
id-269,5,90,3
id-269,6,65,0
id-270,1,40,0
id-270,2,30,0
id-270,3,30,0
id-270,4,40,0
id-270,5,50,1
id-270,6,30,0
id-271,1,60,0
id-271,2,50,0
id-271,3,50,0
id-271,4,60,0
id-271,5,70,2
id-271,6,50,0
id-272,1,80,0
id-272,2,70,0
id-272,3,70,0
id-272,4,90,0
id-272,5,100,3
id-272,6,70,0
id-273,1,40,0
id-273,2,40,0
id-273,3,50,1
id-273,4,30,0
id-273,5,30,0
id-273,6,30,0
id-274,1,70,0
id-274,2,70,2
id-274,3,40,0
id-274,4,60,0
id-274,5,40,0
id-274,6,60,0
id-275,1,90,0
id-275,2,100,3
id-275,3,60,0
id-275,4,90,0
id-275,5,60,0
id-275,6,80,0
id-276,1,40,0
id-276,2,55,0
id-276,3,30,0
id-276,4,30,0
id-276,5,30,0
id-276,6,85,1
id-277,1,60,0
id-277,2,85,0
id-277,3,60,0
id-277,4,75,0
id-277,5,50,0
id-277,6,125,2
id-278,1,40,0
id-278,2,30,0
id-278,3,30,0
id-278,4,55,0
id-278,5,30,0
id-278,6,85,1
id-279,1,60,0
id-279,2,50,0
id-279,3,100,2
id-279,4,95,0
id-279,5,70,0
id-279,6,65,0
id-280,1,28,0
id-280,2,25,0
id-280,3,25,0
id-280,4,45,1
id-280,5,35,0
id-280,6,40,0
id-281,1,38,0
id-281,2,35,0
id-281,3,35,0
id-281,4,65,2
id-281,5,55,0
id-281,6,50,0
