pokemon,version_group,move,pokemon_move_method,level,order
rec-324-dup-0,20,id-446,4,0,
rec-643-dup-1,20,id-156,4,0,
rec-435-dup-1,20,id-240,4,0,
rec-355-dup-1,20,rec-203-dup-0,4,0,
rec-583-dup-0,20,id-333,1,24,
rec-568-dup-1,20,rec-191-dup-0,4,0,
rec-121-dup-1,20,id-362,4,0,
id-781,20,rec-693-dup-0,4,0,
rec-697-dup-0,20,id-337,4,0,
rec-435-dup-0,20,id-214,4,0,
id-10022,20,rec-444-dup-0,4,0,
id-475,20,rec-163-dup-0,1,0,
rec-1-dup-0,20,id-263,4,0,
rec-10190-dup-0,20,rec-800-dup-0,3,0,
rec-435-dup-1,20,rec-129-dup-0,4,0,
id-637,20,rec-483-dup-0,1,1,1.0
id-698,20,rec-86-dup-0,4,0,
id-10011,20,rec-502-dup-0,4,0,
id-383,20,rec-76-dup-1,1,81,
id-847,20,rec-129-dup-0,4,0,
id-106,20,rec-490-dup-0,1,1,3.0
rec-482-dup-0,20,rec-369-dup-1,4,0,
rec-553-dup-0,20,id-422,4,0,
id-275,20,rec-808-dup-0,3,0,
id-849,20,rec-675-dup-0,4,0,
rec-464-dup-0,20,rec-89-dup-1,1,47,
rec-55-dup-0,20,rec-6-dup-0,4,0,
rec-10165-dup-0,20,rec-203-dup-0,4,0,
rec-10032-dup-1,20,rec-502-dup-0,4,0,
rec-852-dup-1,20,rec-69-dup-0,2,0,
id-527,20,rec-473-dup-1,4,0,
id-448,20,rec-164-dup-0,4,0,
rec-43-dup-0,20,id-51,1,4,
id-293,20,rec-53-dup-1,4,0,
rec-494-dup-1,20,rec-5-dup-0,4,0,
rec-114-dup-1,20,rec-321-dup-1,1,44,
rec-43-dup-0,20,rec-213-dup-0,4,0,
rec-845-dup-0,20,id-416,4,0,
rec-704-dup-0,20,id-482,4,0,
rec-897-dup-0,20,id-416,4,0,
id-10173,20,rec-89-dup-0,4,0,
rec-122-dup-0,20,rec-473-dup-1,4,0,
id-454,20,rec-279-dup-1,1,16,
rec-770-dup-0,20,id-805,3,0,
id-271,20,rec-203-dup-0,4,0,
id-606,20,rec-472-dup-1,4,0,
rec-753-dup-1,20,id-437,4,0,
rec-524-dup-1,20,rec-444-dup-0,4,0,
rec-121-dup-1,20,id-214,4,0,
id-768,20,rec-421-dup-0,4,0,
rec-10190-dup-0,20,rec-188-dup-0,4,0,
rec-725-dup-1,20,id-182,4,0,
rec-121-dup-0,20,id-107,1,1,2.0
rec-404-dup-1,20,id-85,4,0,
rec-90-dup-0,20,rec-352-dup-1,2,0,
id-405,20,rec-86-dup-0,1,48,
rec-343-dup-0,20,rec-470-dup-1,1,36,1.0
id-214,20,rec-279-dup-0,4,0,
id-345,20,rec-331-dup-0,4,0,
rec-104-dup-0,20,rec-442-dup-0,4,0,
id-645,20,rec-200-dup-0,1,70,
rec-363-dup-0,20,id-205,1,1,1.0
id-272,20,rec-57-dup-0,4,0,
rec-95-dup-0,20,rec-328-dup-0,4,0,
rec-630-dup-0,20,id-399,4,0,
rec-886-dup-1,20,rec-36-dup-0,1,54,
id-686,20,rec-502-dup-0,4,0,
rec-435-dup-0,20,rec-83-dup-0,4,0,
rec-464-dup-0,20,id-14,4,0,
rec-355-dup-1,20,id-806,3,0,
rec-10168-dup-0,20,rec-573-dup-0,1,44,
rec-227-dup-1,20,id-404,4,0,
id-473,20,rec-458-dup-0,1,0,
rec-633-dup-0,20,id-434,3,0,
rec-709-dup-0,20,id-806,3,0,
id-10191,20,rec-197-dup-0,1,28,
rec-833-dup-0,20,rec-68-dup-0,1,28,
id-893,20,rec-808-dup-0,3,0,
rec-10031-dup-0,20,rec-219-dup-0,4,0,
rec-10032-dup-0,20,rec-693-dup-0,4,0,
rec-324-dup-0,20,rec-76-dup-0,4,0,
rec-697-dup-0,20,id-214,4,0,
rec-10007-dup-1,20,id-194,1,84,
rec-93-dup-0,20,id-95,1,1,4.0
rec-54-dup-1,20,rec-103-dup-0,1,21,
rec-281-dup-0,20,rec-129-dup-0,4,0,
rec-487-dup-1,20,id-231,4,0,
rec-634-dup-1,20,id-116,1,1,3.0
rec-10170-dup-1,20,rec-811-dup-0,3,0,
rec-79-dup-0,20,rec-50-dup-0,1,15,
rec-562-dup-0,20,id-114,1,4,
rec-258-dup-0,20,rec-157-dup-0,4,0,
rec-369-dup-0,20,id-707,4,0,
rec-478-dup-0,20,rec-191-dup-0,4,0,
rec-10007-dup-0,20,rec-421-dup-0,4,0,
rec-379-dup-0,20,rec-63-dup-0,1,72,
rec-340-dup-0,20,rec-157-dup-1,4,0,
rec-328-dup-0,20,rec-213-dup-0,4,0,
rec-619-dup-0,20,rec-468-dup-1,1,40,
id-628,20,rec-369-dup-0,4,0,
id-546,20,rec-76-dup-0,4,0,
rec-26-dup-1,20,rec-693-dup-0,4,0,
rec-533-dup-0,20,rec-164-dup-0,4,0,
id-577,20,rec-472-dup-0,1,48,
rec-10161-dup-1,20,rec-514-dup-0,4,0,
rec-780-dup-0,20,id-58,4,0,
rec-717-dup-0,20,id-173,4,0,
rec-10020-dup-0,20,id-280,4,0,
id-10182,20,rec-542-dup-0,4,0,
rec-342-dup-0,20,rec-157-dup-1,4,0,
rec-10095-dup-0,20,id-364,1,16,
rec-372-dup-0,20,rec-164-dup-0,4,0,
rec-10170-dup-1,20,id-280,4,0,
id-785,20,rec-63-dup-0,4,0,
id-850,20,rec-503-dup-1,4,0,
rec-746-dup-0,20,rec-270-dup-0,4,0,
id-473,20,rec-442-dup-0,4,0,
id-769,20,rec-659-dup-0,1,55,
rec-435-dup-1,20,id-168,4,0,
rec-10031-dup-1,20,id-247,1,36,2.0
rec-103-dup-1,20,id-412,4,0,
id-662,20,rec-53-dup-1,4,0,
rec-10189-dup-0,20,rec-163-dup-0,1,11,
rec-674-dup-0,20,rec-526-dup-1,1,20,
id-10172,20,rec-45-dup-0,1,1,7.0
rec-434-dup-0,20,rec-213-dup-0,4,0,
rec-324-dup-0,20,id-133,1,52,
id-747,20,rec-503-dup-0,4,0,
id-128,20,rec-57-dup-0,4,0,
rec-117-dup-0,20,id-43,1,1,2.0
rec-10118-dup-0,20,id-114,1,8,
rec-568-dup-0,20,rec-350-dup-0,4,0,
rec-112-dup-0,20,rec-6-dup-0,4,0,
rec-103-dup-1,20,id-263,4,0,
rec-372-dup-0,20,rec-200-dup-0,1,60,
id-10029,20,rec-113-dup-0,4,0,
rec-379-dup-0,20,rec-219-dup-1,4,0,
rec-369-dup-0,20,rec-340-dup-0,4,0,
rec-103-dup-0,20,id-115,4,0,
id-799,20,rec-409-dup-1,4,0,
id-10008,20,rec-304-dup-1,4,0,
rec-530-dup-0,20,id-14,4,0,
rec-825-dup-0,20,id-433,4,0,
rec-561-dup-0,20,id-814,3,0,
rec-483-dup-0,20,rec-408-dup-1,1,56,
rec-524-dup-0,20,id-317,4,0,
rec-428-dup-0,20,rec-313-dup-0,4,0,
rec-625-dup-1,20,id-210,1,1,4.0
id-151,20,rec-442-dup-0,4,0,
rec-68-dup-0,20,rec-179-dup-1,4,0,
rec-532-dup-0,20,rec-359-dup-0,1,36,
rec-575-dup-0,20,rec-270-dup-0,4,0,
id-10193,20,rec-219-dup-1,4,0,
rec-139-dup-1,20,id-242,4,0,
id-10148,20,rec-209-dup-0,1,20,
rec-243-dup-0,20,rec-209-dup-0,1,6,
rec-426-dup-0,20,id-194,1,36,
rec-678-dup-0,20,rec-473-dup-1,1,39,
rec-64-dup-0,20,id-797,3,0,
rec-344-dup-0,20,id-317,1,9,
rec-258-dup-0,20,id-127,4,0,
id-10099,20,rec-164-dup-0,4,0,
rec-428-dup-1,20,id-9,4,0,
id-77,20,rec-129-dup-0,4,0,
id-10094,20,rec-209-dup-0,1,20,
rec-743-dup-0,20,rec-230-dup-0,1,1,6.0
rec-753-dup-0,20,id-348,4,0,
id-346,20,rec-213-dup-0,4,0,
rec-556-dup-0,20,rec-235-dup-0,1,32,
id-448,20,rec-526-dup-1,1,1,3.0
rec-773-dup-1,20,rec-129-dup-0,4,0,
rec-587-dup-0,20,rec-86-dup-0,4,0,
rec-552-dup-0,20,id-815,3,0,
id-629,20,rec-19-dup-1,4,0,
rec-584-dup-0,20,id-243,1,38,
id-58,20,rec-336-dup-1,1,4,
rec-131-dup-1,20,rec-321-dup-1,2,0,
id-259,20,rec-328-dup-0,4,0,
rec-536-dup-0,20,rec-392-dup-0,1,37,
id-841,20,rec-213-dup-0,4,0,
id-136,20,rec-595-dup-1,4,0,
id-887,20,rec-310-dup-0,1,1,4.0
rec-701-dup-0,20,rec-157-dup-1,4,0,
id-39,20,rec-313-dup-1,4,0,
rec-348-dup-1,20,id-341,4,0,
rec-144-dup-1,20,id-201,4,0,
id-694,20,rec-113-dup-1,4,0,
rec-533-dup-0,20,id-398,4,0,
rec-484-dup-0,20,id-225,1,8,
rec-238-dup-0,20,rec-472-dup-1,4,0,
rec-10021-dup-0,20,rec-157-dup-1,1,35,
rec-883-dup-0,20,rec-442-dup-0,4,0,
rec-164-dup-1,20,id-168,4,0,
rec-685-dup-0,20,id-583,1,33,
rec-863-dup-1,20,rec-10-dup-0,1,1,7.0
rec-773-dup-0,20,rec-57-dup-0,4,0,
rec-749-dup-1,20,id-707,4,0,
rec-553-dup-0,20,rec-444-dup-0,4,0,
id-10104,20,rec-472-dup-1,4,0,
rec-50-dup-1,20,id-201,4,0,
rec-464-dup-1,20,rec-350-dup-0,1,30,
id-27,20,rec-189-dup-1,2,0,
id-471,20,rec-343-dup-1,1,1,2.0
rec-34-dup-0,20,rec-350-dup-0,4,0,
rec-464-dup-1,20,id-317,4,0,
rec-563-dup-1,20,id-168,4,0,
id-460,20,rec-76-dup-1,4,0,
id-380,20,rec-19-dup-0,4,0,
rec-10168-dup-0,20,rec-473-dup-0,4,0,
id-376,20,rec-359-dup-1,1,1,1.0
rec-10147-dup-0,20,id-170,1,42,
rec-121-dup-0,20,rec-408-dup-0,1,1,7.0
rec-897-dup-0,20,rec-63-dup-0,4,0,
rec-641-dup-0,20,rec-203-dup-0,4,0,
id-10017,20,rec-442-dup-0,4,0,
rec-428-dup-0,20,rec-369-dup-0,4,0,
rec-150-dup-1,20,rec-428-dup-0,4,0,
id-10026,20,rec-514-dup-0,4,0,
rec-890-dup-1,20,rec-113-dup-1,4,0,
rec-73-dup-1,20,id-35,1,1,5.0
rec-73-dup-0,20,id-506,4,0,
rec-588-dup-0,20,rec-164-dup-0,4,0,
rec-435-dup-1,20,id-263,4,0,
id-647,20,rec-279-dup-0,4,0,
id-115,20,rec-409-dup-1,4,0,
rec-464-dup-0,20,id-439,1,75,
id-271,20,rec-428-dup-0,1,50,
rec-319-dup-0,20,id-416,4,0,
rec-709-dup-0,20,id-399,4,0,
rec-823-dup-0,20,rec-203-dup-0,4,0,
rec-379-dup-0,20,rec-164-dup-0,4,0,
rec-791-dup-0,20,id-94,4,0,
rec-144-dup-1,20,rec-63-dup-0,4,0,
rec-10189-dup-0,20,rec-706-dup-1,4,0,
id-448,20,rec-245-dup-1,1,56,
rec-10095-dup-0,20,rec-6-dup-0,4,0,
id-140,20,rec-141-dup-1,1,45,
rec-746-dup-0,20,rec-89-dup-1,4,0,
id-2,20,rec-34-dup-0,4,0,
rec-121-dup-0,20,id-55,1,1,15.0
rec-103-dup-0,20,id-23,1,1,1.0
rec-677-dup-1,20,id-85,4,0,
rec-347-dup-0,20,id-341,4,0,
rec-494-dup-0,20,id-285,4,0,
id-222,20,rec-352-dup-0,2,0,
id-841,20,rec-76-dup-1,4,0,
rec-707-dup-0,20,id-156,4,0,
id-263,20,rec-38-dup-0,1,36,
rec-112-dup-0,20,id-815,3,0,
rec-553-dup-0,20,rec-799-dup-0,3,0,
rec-121-dup-0,20,id-263,4,0,
rec-877-dup-0,20,id-399,4,0,
rec-10168-dup-0,20,id-226,1,1,14.0
rec-93-dup-0,20,id-389,1,36,
rec-93-dup-0,20,id-399,1,42,
rec-121-dup-1,20,rec-129-dup-0,1,1,3.0
id-380,20,rec-76-dup-1,4,0,
id-590,20,rec-213-dup-0,4,0,
id-10010,20,rec-310-dup-0,1,1,1.0
id-10182,20,rec-213-dup-0,4,0,
id-867,20,rec-279-dup-1,4,0,
rec-50-dup-1,20,id-97,4,0,
rec-678-dup-1,20,id-271,4,0,
id-742,20,rec-369-dup-0,4,0,
rec-660-dup-1,20,id-173,4,0,
id-700,20,rec-213-dup-0,4,0,
rec-494-dup-0,20,rec-179-dup-1,1,56,
id-612,20,rec-157-dup-1,4,0,
rec-539-dup-1,20,rec-514-dup-0,4,0,
rec-328-dup-0,20,rec-241-dup-0,4,0,
rec-73-dup-0,20,id-513,1,1,1.0
rec-551-dup-0,20,rec-207-dup-0,1,24,
id-537,20,rec-188-dup-0,4,0,
rec-148-dup-1,20,rec-203-dup-0,4,0,
rec-596-dup-1,20,rec-203-dup-0,4,0,
rec-619-dup-0,20,id-280,4,0,
rec-381-dup-1,20,id-105,1,10,
id-107,20,rec-409-dup-1,1,0,
id-635,20,rec-693-dup-0,4,0,
rec-697-dup-0,20,id-182,4,0,
id-10171,20,rec-203-dup-0,4,0,
id-485,20,rec-76-dup-1,4,0,
id-10108,20,rec-251-dup-0,4,0,
id-10024,20,rec-444-dup-0,4,0,
id-443,20,rec-53-dup-1,4,0,
rec-757-dup-0,20,rec-203-dup-0,4,0,
rec-10021-dup-0,20,rec-90-dup-1,1,75,
id-695,20,rec-189-dup-0,1,1,12.0
rec-10107-dup-0,20,rec-213-dup-0,4,0,
rec-845-dup-0,20,id-133,4,0,
rec-568-dup-1,20,rec-810-dup-0,3,0,
rec-821-dup-0,20,rec-164-dup-0,4,0,
rec-464-dup-1,20,rec-693-dup-0,4,0,
rec-118-dup-0,20,rec-340-dup-0,4,0,
rec-112-dup-0,20,rec-241-dup-0,4,0,
rec-176-dup-1,20,rec-526-dup-0,4,0,
rec-831-dup-0,20,rec-38-dup-0,1,40,
id-873,20,rec-369-dup-1,4,0,
id-807,20,rec-604-dup-0,4,0,
rec-251-dup-0,20,rec-472-dup-0,4,0,
rec-10032-dup-0,20,rec-595-dup-1,4,0,
rec-10167-dup-1,20,rec-257-dup-0,4,0,
rec-178-dup-0,20,id-248,4,0,
id-898,20,rec-219-dup-0,4,0,
id-10186,20,rec-473-dup-1,4,0,
rec-121-dup-1,20,id-94,1,1,8.0
id-849,20,rec-164-dup-0,4,0,
id-892,20,rec-675-dup-0,4,0,
id-44,20,rec-76-dup-0,4,0,
id-241,20,rec-179-dup-1,4,0,
rec-369-dup-0,20,id-523,4,0,
rec-846-dup-0,20,id-367,2,0,
rec-10023-dup-0,20,rec-304-dup-0,4,0,
rec-684-dup-0,20,id-496,1,18,
rec-355-dup-0,20,id-240,4,0,
rec-126-dup-0,20,id-184,1,24,
id-10017,20,rec-53-dup-0,4,0,
rec-10168-dup-0,20,id-58,4,0,
id-750,20,rec-328-dup-1,4,0,
rec-482-dup-1,20,rec-113-dup-0,4,0,
rec-659-dup-0,20,id-496,4,0,
rec-164-dup-0,20,id-416,4,0,
id-721,20,rec-311-dup-1,4,0,
id-151,20,rec-211-dup-0,4,0,
id-175,20,rec-234-dup-0,2,0,
rec-529-dup-0,20,id-263,4,0,
rec-83-dup-0,20,rec-514-dup-0,4,0,
rec-529-dup-0,20,rec-163-dup-1,2,0,
rec-416-dup-1,20,rec-408-dup-0,4,0,
rec-10020-dup-1,20,id-87,4,0,
rec-10030-dup-0,20,id-220,1,44,
id-31,20,rec-203-dup-0,4,0,
id-835,20,rec-270-dup-0,4,0,
rec-122-dup-0,20,rec-113-dup-1,4,0,
rec-484-dup-0,20,rec-200-dup-0,4,0,
rec-524-dup-1,20,rec-157-dup-1,4,0,
rec-494-dup-0,20,rec-517-dup-1,1,49,
id-41,20,rec-369-dup-0,4,0,
rec-343-dup-0,20,id-201,4,0,
rec-305-dup-0,20,rec-350-dup-0,4,0,
rec-880-dup-0,20,id-173,4,0,
id-246,20,rec-442-dup-1,4,0,
rec-348-dup-1,20,id-416,4,0,
id-30,20,rec-270-dup-0,1,43,
rec-10030-dup-0,20,rec-219-dup-0,4,0,
id-293,20,rec-203-dup-0,4,0,
id-485,20,rec-164-dup-0,4,0,
id-449,20,rec-667-dup-0,4,0,
rec-622-dup-0,20,rec-223-dup-1,1,56,
rec-120-dup-0,20,id-115,4,0,
rec-832-dup-0,20,rec-385-dup-0,1,32,
rec-524-dup-0,20,rec-174-dup-0,2,0,
rec-178-dup-0,20,id-478,4,0,
rec-832-dup-0,20,rec-538-dup-0,1,44,
rec-10107-dup-0,20,rec-6-dup-0,1,12,
rec-10164-dup-0,20,rec-473-dup-0,4,0,
id-856,20,rec-574-dup-1,1,10,
rec-10168-dup-0,20,id-347,4,0,
id-629,20,rec-164-dup-0,4,0,
rec-227-dup-1,20,id-413,4,0,
id-839,20,rec-213-dup-0,4,0,
rec-660-dup-1,20,rec-189-dup-1,1,1,1.0
rec-521-dup-0,20,rec-369-dup-1,4,0,
id-10028,20,rec-502-dup-0,4,0,
id-867,20,rec-219-dup-1,4,0,
id-722,20,rec-297-dup-1,1,33,
id-257,20,rec-279-dup-0,4,0,
rec-539-dup-0,20,id-24,1,10,
rec-738-dup-0,20,rec-19-dup-1,4,0,
rec-215-dup-1,20,id-44,2,0,
rec-365-dup-1,20,id-173,4,0,
id-829,20,rec-77-dup-0,2,0,
rec-649-dup-0,20,rec-103-dup-0,4,0,
id-339,20,rec-352-dup-1,1,12,
id-10178,20,rec-89-dup-1,4,0,
rec-820-dup-1,20,rec-213-dup-0,4,0,
rec-863-dup-0,20,rec-526-dup-0,4,0,
rec-701-dup-0,20,rec-811-dup-0,3,0,
id-715,20,rec-369-dup-1,4,0,
id-10186,20,rec-164-dup-0,4,0,
id-712,20,rec-444-dup-0,4,0,
rec-10166-dup-0,20,rec-164-dup-0,4,0,
rec-243-dup-0,20,rec-209-dup-0,1,6,
rec-791-dup-0,20,rec-157-dup-1,4,0,
id-696,20,rec-89-dup-1,1,44,
id-799,20,rec-282-dup-0,1,10,
rec-321-dup-0,20,id-240,4,0,
id-776,20,rec-53-dup-1,1,36,
rec-103-dup-1,20,id-202,4,0,
rec-649-dup-1,20,rec-405-dup-0,1,56,
rec-428-dup-0,20,rec-253-dup-0,4,0,
rec-575-dup-1,20,id-492,4,0,
rec-26-dup-0,20,id-598,4,0,
rec-35-dup-0,20,id-85,4,0,
rec-483-dup-0,20,id-337,4,0,
rec-641-dup-0,20,rec-257-dup-0,4,0,
rec-131-dup-0,20,id-684,4,0,
rec-10168-dup-0,20,rec-321-dup-0,2,0,
rec-26-dup-1,20,id-411,4,0,
rec-811-dup-0,20,rec-458-dup-0,1,0,
rec-26-dup-0,20,rec-164-dup-0,4,0,
rec-649-dup-0,20,id-416,4,0,
id-293,20,rec-59-dup-0,4,0,
id-134,20,rec-304-dup-1,4,0,
rec-897-dup-0,20,rec-50-dup-0,1,60,
id-446,20,rec-374-dup-0,4,0,
rec-243-dup-0,20,rec-241-dup-0,4,0,
id-10172,20,rec-86-dup-0,4,0,
rec-434-dup-0,20,rec-810-dup-0,3,0,
rec-186-dup-0,20,id-258,4,0,
rec-787-dup-1,20,id-500,4,0,
rec-10025-dup-1,20,rec-472-dup-0,4,0,
rec-347-dup-1,20,rec-800-dup-0,3,0,
rec-126-dup-0,20,id-25,4,0,
rec-163-dup-0,20,id-156,4,0,
rec-821-dup-0,20,rec-366-dup-1,2,0,
id-249,20,rec-311-dup-0,4,0,
id-680,20,rec-442-dup-1,1,38,
rec-186-dup-0,20,rec-195-dup-0,1,1,4.0
id-330,20,rec-63-dup-0,4,0,
rec-10007-dup-0,20,rec-219-dup-1,4,0,
rec-634-dup-1,20,rec-241-dup-0,4,0,
id-151,20,rec-604-dup-0,4,0,
rec-10107-dup-1,20,rec-34-dup-0,4,0,
id-123,20,rec-219-dup-0,4,0,
rec-886-dup-1,20,rec-369-dup-0,1,36,
rec-453-dup-0,20,rec-808-dup-1,3,0,
rec-556-dup-0,20,rec-452-dup-0,2,0,
rec-828-dup-0,20,id-91,4,0,
rec-362-dup-1,20,id-43,1,1,5.0
id-339,20,rec-59-dup-0,4,0,
rec-10023-dup-0,20,rec-129-dup-0,4,0,
rec-343-dup-0,20,id-433,4,0,
rec-78-dup-0,20,id-684,1,0,
id-486,20,rec-359-dup-0,1,66,
rec-649-dup-0,20,id-372,4,0,
rec-103-dup-0,20,rec-331-dup-0,1,1,9.0
rec-464-dup-1,20,id-523,4,0,
id-10185,20,rec-428-dup-0,4,0,
id-248,20,rec-374-dup-0,4,0,
rec-605-dup-0,20,id-156,4,0,
rec-677-dup-1,20,rec-473-dup-0,1,33,
rec-251-dup-0,20,rec-374-dup-0,4,0,
rec-10032-dup-1,20,id-94,4,0,
rec-369-dup-0,20,id-175,1,40,
id-805,20,rec-350-dup-0,1,40,
rec-447-dup-1,20,rec-5-dup-0,4,0,
rec-122-dup-0,20,id-478,4,0,
rec-619-dup-0,20,rec-447-dup-0,4,0,
rec-649-dup-0,20,rec-405-dup-0,1,56,
rec-428-dup-0,20,id-85,4,0,
rec-823-dup-0,20,rec-211-dup-0,1,1,1.0
rec-404-dup-1,20,id-184,1,36,
rec-227-dup-0,20,rec-65-dup-0,1,36,
rec-10118-dup-0,20,rec-164-dup-0,4,0,
id-337,20,rec-113-dup-1,4,0,
rec-494-dup-0,20,rec-526-dup-0,4,0,
rec-438-dup-0,20,id-707,4,0,
rec-321-dup-1,20,rec-340-dup-0,1,33,
rec-244-dup-0,20,id-555,4,0,
rec-484-dup-0,20,rec-444-dup-0,4,0,
id-237,20,rec-279-dup-0,4,0,
rec-749-dup-1,20,id-523,1,12,
id-10115,20,rec-53-dup-0,4,0,
id-27,20,rec-328-dup-0,4,0,
id-858,20,rec-203-dup-0,4,0,
rec-482-dup-0,20,rec-164-dup-0,4,0,
rec-757-dup-0,20,id-406,1,40,
rec-10147-dup-0,20,rec-62-dup-1,1,36,
rec-634-dup-1,20,id-184,1,36,
rec-464-dup-1,20,id-422,4,0,
id-10022,20,rec-163-dup-1,1,8,
rec-649-dup-0,20,rec-59-dup-0,4,0,
rec-95-dup-0,20,id-525,2,0,
rec-10019-dup-0,20,id-482,4,0,
id-851,20,rec-405-dup-0,4,0,
rec-10098-dup-0,20,rec-203-dup-0,4,0,
rec-749-dup-0,20,id-23,1,16,
rec-532-dup-0,20,rec-197-dup-0,2,0,
id-879,20,rec-63-dup-0,4,0,
id-249,20,rec-442-dup-1,4,0,
rec-215-dup-0,20,id-25,4,0,
id-270,20,rec-230-dup-0,2,0,
id-590,20,rec-74-dup-0,1,4,
id-10100,20,rec-253-dup-0,4,0,
rec-362-dup-1,20,id-196,4,0,
rec-539-dup-1,20,rec-164-dup-0,4,0,
rec-782-dup-0,20,rec-253-dup-0,4,0,
rec-126-dup-0,20,rec-108-dup-0,1,1,4.0
rec-697-dup-0,20,rec-304-dup-0,4,0,
rec-484-dup-0,20,id-156,4,0,
id-10163,20,rec-203-dup-0,4,0,
rec-897-dup-0,20,rec-203-dup-0,4,0,
rec-34-dup-0,20,id-224,1,1,1.0
id-10187,20,rec-84-dup-0,1,1,1.0
id-639,20,rec-179-dup-1,4,0,
rec-709-dup-0,20,rec-275-dup-0,1,40,
rec-534-dup-0,20,rec-241-dup-0,4,0,
rec-381-dup-0,20,rec-502-dup-0,1,30,
id-407,20,rec-76-dup-1,4,0,
rec-10170-dup-1,20,id-372,4,0,
id-812,20,rec-338-dup-1,3,0,
rec-292-dup-0,20,id-206,4,0,
id-194,20,rec-89-dup-0,1,40,
id-263,20,rec-374-dup-0,1,27,
id-197,20,rec-343-dup-1,1,1,2.0
rec-10009-dup-0,20,rec-304-dup-0,4,0,
id-661,20,rec-211-dup-1,1,40,
rec-625-dup-0,20,id-280,4,0,
id-867,20,rec-447-dup-0,4,0,
id-59,20,rec-304-dup-0,4,0,
rec-10181-dup-0,20,rec-89-dup-0,1,80,
rec-773-dup-0,20,rec-57-dup-0,4,0,
rec-561-dup-1,20,id-384,4,0,
rec-596-dup-1,20,rec-113-dup-1,4,0,
rec-787-dup-1,20,rec-219-dup-1,4,0,
rec-34-dup-0,20,rec-89-dup-1,4,0,
rec-877-dup-0,20,id-168,4,0,
id-837,20,rec-535-dup-1,1,35,
id-891,20,rec-526-dup-0,4,0,
rec-434-dup-0,20,id-182,4,0,
id-10094,20,rec-113-dup-0,4,0,
id-10179,20,rec-101-dup-0,1,8,
rec-279-dup-1,20,id-441,4,0,
rec-897-dup-0,20,id-341,4,0,
rec-35-dup-0,20,rec-473-dup-0,4,0,
rec-643-dup-1,20,id-496,4,0,
id-3,20,rec-200-dup-0,4,0,
id-371,20,rec-38-dup-0,1,55,
rec-634-dup-0,20,rec-34-dup-0,4,0,
id-468,20,rec-63-dup-0,4,0,
id-98,20,rec-374-dup-0,4,0,
id-102,20,rec-331-dup-0,4,0,
id-778,20,rec-141-dup-1,4,0,
rec-121-dup-1,20,rec-164-dup-0,4,0,
rec-660-dup-0,20,id-182,4,0,
rec-416-dup-0,20,rec-279-dup-1,4,0,
rec-281-dup-1,20,rec-472-dup-1,4,0,
rec-10165-dup-0,20,rec-303-dup-0,1,33,
rec-725-dup-0,20,rec-241-dup-0,4,0,
rec-10161-dup-1,20,rec-252-dup-0,1,1,1.0
rec-556-dup-0,20,id-156,4,0,
rec-707-dup-0,20,id-347,4,0,
rec-73-dup-0,20,id-258,4,0,
rec-725-dup-0,20,rec-10-dup-1,1,1,1.0
rec-478-dup-1,20,id-173,4,0,
rec-10165-dup-0,20,id-797,3,0,
rec-863-dup-1,20,rec-421-dup-0,4,0,
rec-225-dup-0,20,rec-62-dup-0,2,0,
rec-753-dup-0,20,rec-74-dup-1,1,5,
id-221,20,rec-157-dup-0,4,0,
rec-10167-dup-0,20,rec-213-dup-0,4,0,
rec-361-dup-0,20,id-214,4,0,
rec-596-dup-0,20,id-85,4,0,
rec-10032-dup-1,20,id-360,4,0,
rec-678-dup-1,20,id-247,4,0,
rec-453-dup-0,20,rec-270-dup-0,4,0,
id-197,20,rec-270-dup-0,4,0,
rec-791-dup-0,20,id-360,4,0,
rec-534-dup-0,20,id-184,4,0,
id-754,20,rec-241-dup-0,1,51,
rec-104-dup-0,20,id-231,4,0,
id-827,20,rec-103-dup-0,4,0,
id-242,20,rec-53-dup-0,4,0,
rec-600-dup-0,20,rec-103-dup-0,1,28,
id-764,20,rec-502-dup-0,4,0,
rec-343-dup-1,20,id-322,4,0,
rec-861-dup-0,20,rec-34-dup-0,4,0,
rec-50-dup-1,20,id-523,1,16,
rec-589-dup-0,20,id-175,1,1,3.0
rec-508-dup-0,20,id-44,1,1,7.0
rec-176-dup-0,20,rec-514-dup-0,4,0,
id-786,20,rec-164-dup-0,4,0,
id-62,20,rec-63-dup-0,4,0,
rec-533-dup-0,20,rec-241-dup-0,4,0,
rec-416-dup-1,20,rec-374-dup-0,4,0,
id-385,20,rec-428-dup-0,4,0,
rec-833-dup-1,20,id-263,4,0,
id-349,20,rec-503-dup-1,4,0,
id-703,20,rec-219-dup-0,4,0,
rec-143-dup-0,20,id-204,4,0,
rec-208-dup-0,20,rec-38-dup-0,1,56,
id-275,20,rec-257-dup-1,4,0,
rec-226-dup-0,20,rec-270-dup-0,4,0,
rec-682-dup-0,20,id-173,4,0,
rec-147-dup-0,20,id-156,4,0,
rec-794-dup-0,20,rec-359-dup-1,1,60,
rec-10184-dup-0,20,rec-209-dup-0,1,1,1.0
rec-226-dup-0,20,id-523,4,0,
rec-416-dup-1,20,id-496,4,0,
rec-483-dup-1,20,id-232,1,1,2.0
rec-10032-dup-1,20,rec-331-dup-0,1,20,
rec-26-dup-0,20,rec-39-dup-0,1,1,19.0
id-796,20,rec-241-dup-0,4,0,
